#time1 gdp2 growth3 demand4 wages5 price6 employed7 company_capital8 consumer_capital9 interest_rate10 investments11 market_capital12 bank_capital13 total_capital14
406 553362 0.000342339 1.89442e+09 47.8262 0.77126 3858 623076 0 0.07916 698.762 20394 819639 1.46726e+06
405 553173 0.000593809 1.90699e+09 47.9032 0.77586 3858 627223 0 0.02916 625.343 20499.7 819115 1.46726e+06
404 552844 0.000348451 1.90825e+09 48.0404 0.777096 3858 627641 0 0.0792883 704.049 20528.5 814923 1.46726e+06
403 552652 0.00049407 1.92088e+09 48.2304 0.781707 3858 631804 0 0.0292883 630.056 20638.3 814396 1.46726e+06
402 552379 0.000177727 1.92218e+09 48.1438 0.782854 3858 632221 0 0.07942 709.266 20668.9 810179 1.46726e+06
401 552281 0.000833468 1.93486e+09 48.2915 0.787438 3858 636408 0 0.02942 634.675 20767.9 809649 1.46726e+06
400 551821 0.000188597 1.93613e+09 48.6683 0.788838 3858 636839 0 0.0795495 714.687 20809.1 805407 1.46726e+06
399 551717 0.000499548 1.94889e+09 48.8706 0.793383 3858 641040 0 0.0295495 639.466 20921.4 804874 1.46726e+06
398 551441 0.000299041 1.95018e+09 48.8734 0.794546 3858 641461 0 0.0797064 719.859 20963.6 800606 1.46726e+06
397 551276 0.000561265 1.96334e+09 49.0369 0.799189 3858 645686 0 0.0297064 644.146 21070.1 800070 1.46726e+06
396 550967 0.003846 1.96446e+09 48.9795 0.800875 3858 646116 0 0.0798261 725.593 21006.5 795776 1.46726e+06
395 548856 0.000729393 1.97739e+09 49.8135 0.808201 3827 650473 0 0.0298261 651.41 21172.4 795237 1.46726e+06
394 548456 0.000347301 1.97852e+09 49.6402 0.809595 3827 650847 0 0.0799641 733.493 21209.2 790919 1.46726e+06
393 548266 0.000263826 1.99182e+09 49.8037 0.814127 3827 655128 0 0.0299641 656.186 21376 790376 1.46726e+06
392 548121 0.000371756 1.99282e+09 49.9234 0.815381 3827 655504 0 0.0801046 657.197 21314 786033 1.46726e+06
391 547918 0.000304508 2.00623e+09 50.4317 0.819931 3827 659909 0 0.0301046 660.865 21525.8 785487 1.46726e+06
390 547751 0.000565488 2.00743e+09 50.3088 0.821249 3827 660243 0 0.0802479 661.927 21452.4 781119 1.46726e+06
389 547441 0.000719874 2.0206e+09 50.377 0.826287 3827 664685 0 0.0302479 665.987 21603.5 780570 1.46726e+06
388 547047 0.000446051 2.02193e+09 50.7515 0.827697 3827 665083 0 0.0803892 749.893 21634.9 776177 1.46726e+06
387 546804 0.000691319 2.03515e+09 51.018 0.832674 3827 669444 0 0.0303892 671.135 21745 775624 1.46726e+06
386 546426 7.48933e-05 2.03652e+09 50.9019 0.834012 3827 669887 0 0.0805366 755.615 21785.2 771206 1.46726e+06
385 546385 0.000816619 2.04982e+09 51.3516 0.838788 3827 674265 0 0.0305366 676.063 21884.7 770651 1.46726e+06
384 545939 0.000309652 2.05117e+09 51.229 0.84028 3827 674720 0 0.0806847 761.294 21923.2 766208 1.46726e+06
383 545770 0.000601687 2.06456e+09 51.4106 0.845216 3827 679125 0 0.0306847 681.244 22032.8 765649 1.46726e+06
382 545442 0.000419085 2.06593e+09 51.3486 0.846556 3827 679574 0 0.0808346 766.98 22065 761180 1.46726e+06
381 545213 0.000694822 2.07938e+09 51.8254 0.851582 3827 684011 0 0.0308346 686.375 22174.3 760619 1.46726e+06
380 544835 0.000229991 2.08079e+09 52.0126 0.852972 3827 684463 0 0.080983 772.792 22211 756125 1.46726e+06
