#time1 gdp2 growth3 demand4 wages5 price6 employed7 company_capital8 consumer_capital9 interest_rate10 investments11 market_capital12 bank_capital13 total_capital14
133 3780.1 0 1628.64 183.763 97.0352 889 377273 181160 300 0 3349.59 0 561777
132 3780.1 0 1628.64 184.005 97.1628 889 377030 181398 300 0 3354.36 0 561777
131 3780.1 0 1628.64 184.247 97.2907 889 376786 181637 300 0 3359.13 0 561777
130 3780.1 0 1628.64 184.489 97.4188 889 376542 181876 300 0 3363.89 0 561777
129 3780.1 0 1628.64 184.732 97.5471 889 376298 182115 300 0 3368.65 0 561777
128 3780.1 0 1628.64 184.976 97.6757 889 376054 182355 300 0 3373.41 0 561777
127 3780.1 0 1628.64 185.22 97.8047 889 375808 182595 300 0 3378.23 0 561777
126 3780.1 0 1628.64 185.465 97.9339 889 375562 182836 300 0 3383.39 0 561777
125 3780.1 0 1628.64 185.708 98.0621 889 375316 183078 300 0 3390.38 0 561777
124 3780.1 0 1628.64 185.938 98.1835 889 375069 183318 300 0 3405.8 0 561777
123 3780.1 -0.0028665 1628.64 186.11 98.2748 889 374827 183544 300 0 3480.78 0 561777
122 3790.97 -0.00340993 1628.64 184.079 98.1347 894 372324 185973 300 0 3484.23 0 561777
121 3803.94 0.00926685 1628.64 181.358 98.0053 900 370189 188104 300 0 3210.96 0 561777
120 3769.01 0 1628.64 178.678 98.83 883 368217 190350 300 0 3027.22 0 561777
